Agency Name,Position Title,YTD Gross Pay,Cluster
CORRECTIONS,CORRECTIONAL OFFICER,13409.78,1
CORRECTIONS,CORRECTIONAL OFFICER,37370.64,1
CORRECTIONS,CORRECTIONAL OFFICER,7349.94,1
CORRECTIONS,CORRECTIONAL OFFICER,13278.14,1
CORRECTIONS,CORRECTIONAL OFFICER,28389.02,1
CORRECTIONS,CORRECTIONAL OFFICER,55981.09,1
CORRECTIONS,CORRECTIONAL OFFICER,52271.77,1
CORRECTIONS,CORRECTIONAL OFFICER,7376.48,1
CORRECTIONS,CORRECTIONAL OFFICER,18840.43,1
CORRECTIONS,CORRECTIONAL OFFICER,45871.79,1
CORRECTIONS,CORRECTIONAL OFFICER,29295.61,1
CORRECTIONS,CORRECTIONAL OFFICER,47164.64,1
CORRECTIONS,CORRECTIONAL OFFICER,8358.61,1
CORRECTIONS,CORRECTIONAL OFFICER,47943.01,1
CORRECTIONS,CORRECTIONAL OFFICER,64030.06,1
CORRECTIONS,CORRECTIONAL OFFICER,782.31,1
CORRECTIONS,CORRECTIONAL OFFICER,6222.4,1
CORRECTIONS,CORRECTIONAL OFFICER,56555.57,1
CORRECTIONS,CORRECTIONAL OFFICER,80041.53,1
CORRECTIONS,CORRECTIONAL OFFICER,4564.31,1
CORRECTIONS,CORRECTIONAL OFFICER,13398.85,1
CORRECTIONS,CORRECTIONAL OFFICER,538.95,1
CORRECTIONS,CORRECTIONAL OFFICER,67489.08,1
CORRECTIONS,CORRECTIONAL OFFICER,8719.6,1
CORRECTIONS,CORRECTIONAL OFFICER,72071.2,1
CORRECTIONS,CORRECTIONAL OFFICER,6737.84,1
CORRECTIONS,CORRECTIONAL OFFICER,85492.04,1
CORRECTIONS,CORRECTIONAL OFFICER,50591.91,1
CORRECTIONS,CORRECTIONAL OFFICER,60105.27,1
CORRECTIONS,CORRECTIONAL OFFICER,3809.83,1
CORRECTIONS,CORRECTIONAL OFFICER,59287.09,1
CORRECTIONS,CORRECTIONAL OFFICER,49561.0,1
CORRECTIONS,CORRECTIONAL OFFICER,17550.52,1
CORRECTIONS,CORRECTIONAL OFFICER,4742.01,1
CORRECTIONS,CORRECTIONAL OFFICER,60300.22,1
CORRECTIONS,CORRECTIONAL OFFICER,12881.33,1
CORRECTIONS,CORRECTIONAL OFFICER,1739.28,1
CORRECTIONS,CORRECTIONAL OFFICER,23274.49,1
CORRECTIONS,CORRECTIONAL OFFICER,55304.9,1
CORRECTIONS,CORRECTIONAL OFFICER,38914.89,1
CORRECTIONS,CORRECTIONAL OFFICER,35760.07,1
CORRECTIONS,CORRECTIONAL OFFICER,92486.07,1
CORRECTIONS,CORRECTIONAL OFFICER,6492.47,1
CORRECTIONS,CORRECTIONAL OFFICER,26323.16,1
CORRECTIONS,CORRECTIONAL OFFICER,58680.0,1
CORRECTIONS,CORRECTIONAL OFFICER,14586.04,1
CORRECTIONS,CORRECTIONAL OFFICER,24847.21,1
CORRECTIONS,CORRECTIONAL OFFICER,22425.8,1
CORRECTIONS,CORRECTIONAL OFFICER,57195.7,1
CORRECTIONS,CORRECTIONAL OFFICER,64017.92,1
CORRECTIONS,CORRECTIONAL OFFICER,7122.4,1
CORRECTIONS,CORRECTIONAL OFFICER,32253.22,1
CORRECTIONS,CORRECTIONAL OFFICER,12461.2,1
CORRECTIONS,CORRECTIONAL OFFICER,6830.06,1
CORRECTIONS,CORRECTIONAL OFFICER,52650.39,1
CORRECTIONS,CORRECTIONAL OFFICER,14412.63,1
CORRECTIONS,CORRECTIONAL OFFICER,1637.83,1
CORRECTIONS,CORRECTIONAL OFFICER,20086.52,1
CORRECTIONS,CORRECTIONAL OFFICER,12335.52,1
CORRECTIONS,CORRECTIONAL OFFICER,17997.0,1
CORRECTIONS,CORRECTIONAL OFFICER,3957.41,1
CORRECTIONS,CORRECTIONAL OFFICER,50078.53,1
CORRECTIONS,CORRECTIONAL OFFICER,17745.88,1
CORRECTIONS,CORRECTIONAL OFFICER,50088.09,1
CORRECTIONS,CORRECTIONAL OFFICER,888.09,1
CORRECTIONS,CORRECTIONAL OFFICER,57830.58,1
CORRECTIONS,CORRECTIONAL OFFICER,9238.26,1
CORRECTIONS,CORRECTIONAL OFFICER,7488.03,1
CORRECTIONS,CORRECTIONAL OFFICER,3055.22,1
CORRECTIONS,CORRECTIONAL OFFICER,34744.69,1
CORRECTIONS,CORRECTIONAL OFFICER,45825.1,1
CORRECTIONS,CORRECTIONAL OFFICER,70974.06,1
CORRECTIONS,CORRECTIONAL OFFICER,16149.12,1
CORRECTIONS,CORRECTIONAL OFFICER,8128.75,1
CORRECTIONS,CORRECTIONAL OFFICER,8909.23,1
CORRECTIONS,CORRECTIONAL OFFICER,17264.12,1
CORRECTIONS,CORRECTIONAL OFFICER,7598.75,1
CORRECTIONS,CORRECTIONAL OFFICER,21511.2,1
CORRECTIONS,CORRECTIONAL OFFICER,753.98,1
CORRECTIONS,CORRECTIONAL OFFICER,27153.6,1
CORRECTIONS,CORRECTIONAL OFFICER,8573.8,1
CORRECTIONS,CORRECTIONAL OFFICER,30745.19,1
CORRECTIONS,CORRECTIONAL OFFICER,64015.82,1
CORRECTIONS,CORRECTIONAL OFFICER,14337.07,1
CORRECTIONS,CORRECTIONAL OFFICER,21370.13,1
CORRECTIONS,CORRECTIONAL OFFICER,74693.44,1
CORRECTIONS,CORRECTIONAL OFFICER,5205.64,1
CORRECTIONS,CORRECTIONAL OFFICER,20362.46,1
CORRECTIONS,CORRECTIONAL OFFICER,55848.55,1
CORRECTIONS,CORRECTIONAL OFFICER,26074.0,1
CORRECTIONS,CORRECTIONAL OFFICER,45068.07,1
CORRECTIONS,CORRECTIONAL OFFICER,216.04,1
CORRECTIONS,CORRECTIONAL OFFICER,28367.5,1
CORRECTIONS,CORRECTIONAL OFFICER,1776.17,1
CORRECTIONS,CORRECTIONAL OFFICER,12184.19,1
CORRECTIONS,CORRECTIONAL OFFICER,73462.65,1
CORRECTIONS,CORRECTIONAL OFFICER,15395.12,1
CORRECTIONS,CORRECTIONAL OFFICER,16798.33,1
CORRECTIONS,CORRECTIONAL OFFICER,53856.55,1
CORRECTIONS,CORRECTIONAL OFFICER,60094.66,1
CORRECTIONS,CORRECTIONAL OFFICER,9930.09,1
CORRECTIONS,CORRECTIONAL OFFICER,12887.48,1
CORRECTIONS,CORRECTIONAL OFFICER,3222.86,1
CORRECTIONS,CORRECTIONAL OFFICER,20427.05,1
CORRECTIONS,CORRECTIONAL OFFICER,5591.34,1
CORRECTIONS,CORRECTIONAL OFFICER,1776.17,1
CORRECTIONS,CORRECTIONAL OFFICER,10457.51,1
CORRECTIONS,CORRECTIONAL OFFICER,46990.29,1
CORRECTIONS,CORRECTIONAL OFFICER,22257.93,1
CORRECTIONS,CORRECTIONAL OFFICER,3426.17,1
CORRECTIONS,CORRECTIONAL OFFICER,15693.31,1
CORRECTIONS,CORRECTIONAL OFFICER,65987.78,1
CORRECTIONS,CORRECTIONAL OFFICER,59379.41,1
CORRECTIONS,CORRECTIONAL OFFICER,5205.64,1
CORRECTIONS,CORRECTIONAL OFFICER,37687.1,1
CORRECTIONS,CORRECTIONAL OFFICER,20816.09,1
CORRECTIONS,CORRECTIONAL OFFICER,37094.18,1
CORRECTIONS,CORRECTIONAL OFFICER,888.09,1
CORRECTIONS,CORRECTIONAL OFFICER,10388.67,1
CORRECTIONS,CORRECTIONAL OFFICER,6517.54,1
CORRECTIONS,CORRECTIONAL OFFICER,34806.94,1
CORRECTIONS,CORRECTIONAL OFFICER,10694.31,1
CORRECTIONS,CORRECTIONAL OFFICER,18609.62,1
CORRECTIONS,CORRECTIONAL OFFICER,369.37,1
CORRECTIONS,CORRECTIONAL OFFICER,7165.51,1
CORRECTIONS,CORRECTIONAL OFFICER,49839.93,1
CORRECTIONS,CORRECTIONAL OFFICER,31530.24,1
CORRECTIONS,CORRECTIONAL OFFICER,18861.2,1
CORRECTIONS,CORRECTIONAL OFFICER,23369.3,1
CORRECTIONS,CORRECTIONAL OFFICER,46207.4,1
CORRECTIONS,CORRECTIONAL OFFICER,307.8,1
CORRECTIONS,CORRECTIONAL OFFICER,99578.56,1
CORRECTIONS,CORRECTIONAL OFFICER,47159.06,1
CORRECTIONS,CORRECTIONAL OFFICER,11658.63,1
CORRECTIONS,CORRECTIONAL OFFICER,60985.91,1
CORRECTIONS,CORRECTIONAL OFFICER,54245.3,1
CORRECTIONS,CORRECTIONAL OFFICER,10494.24,1
CORRECTIONS,CORRECTIONAL OFFICER,18648.7,1
CORRECTIONS,CORRECTIONAL OFFICER,53805.59,1
CORRECTIONS,CORRECTIONAL OFFICER,51952.12,1
CORRECTIONS,CORRECTIONAL OFFICER,11906.37,1
CORRECTIONS,CORRECTIONAL OFFICER,11024.91,1
CORRECTIONS,CORRECTIONAL OFFICER,34905.51,1
CORRECTIONS,CORRECTIONAL OFFICER,28128.92,1
CORRECTIONS,CORRECTIONAL OFFICER,11215.49,1
CORRECTIONS,CORRECTIONAL OFFICER,23677.98,1
CORRECTIONS,CORRECTIONAL OFFICER,172.75,1
CORRECTIONS,CORRECTIONAL OFFICER,12236.72,1
CORRECTIONS,CORRECTIONAL OFFICER,60362.53,1
CORRECTIONS,CORRECTIONAL OFFICER,14576.98,1
CORRECTIONS,CORRECTIONAL OFFICER,10557.8,1
CORRECTIONS,CORRECTIONAL OFFICER,10780.17,1
CORRECTIONS,CORRECTIONAL OFFICER,29727.76,1
CORRECTIONS,CORRECTIONAL OFFICER,8783.54,1
CORRECTIONS,CORRECTIONAL OFFICER,46462.78,1
CORRECTIONS,CORRECTIONAL OFFICER,6914.41,1
CORRECTIONS,CORRECTIONAL OFFICER,50548.31,1
CORRECTIONS,CORRECTIONAL OFFICER,10740.26,1
CORRECTIONS,CORRECTIONAL OFFICER,22736.27,1
CORRECTIONS,CORRECTIONAL OFFICER,10642.95,1
CORRECTIONS,CORRECTIONAL OFFICER,22830.41,1
CORRECTIONS,CORRECTIONAL OFFICER,34131.27,1
CORRECTIONS,CORRECTIONAL OFFICER,16685.26,1
CORRECTIONS,CORRECTIONAL OFFICER,55807.66,1
CORRECTIONS,CORRECTIONAL OFFICER,96444.61,1
CORRECTIONS,CORRECTIONAL OFFICER,5508.04,1
CORRECTIONS,CORRECTIONAL OFFICER,3371.19,1
CORRECTIONS,CORRECTIONAL OFFICER,43791.35,1
CORRECTIONS,CORRECTIONAL OFFICER,3738.42,1
CORRECTIONS,CORRECTIONAL OFFICER,56960.51,1
CORRECTIONS,CORRECTIONAL OFFICER,20157.03,1
CORRECTIONS,CORRECTIONAL OFFICER,16536.13,1
CORRECTIONS,CORRECTIONAL OFFICER,10603.22,1
CORRECTIONS,CORRECTIONAL OFFICER,7850.15,1
CORRECTIONS,CORRECTIONAL OFFICER,692.73,1
CORRECTIONS,CORRECTIONAL OFFICER,21205.63,1
CORRECTIONS,CORRECTIONAL OFFICER,23786.65,1
CORRECTIONS,CORRECTIONAL OFFICER,4580.2,1
CORRECTIONS,CORRECTIONAL OFFICER,40921.58,1
CORRECTIONS,CORRECTIONAL OFFICER,27123.1,1
CORRECTIONS,CORRECTIONAL OFFICER,80009.48,1
CORRECTIONS,CORRECTIONAL OFFICER,24796.75,1
CORRECTIONS,CORRECTIONAL OFFICER,44265.37,1
CORRECTIONS,CORRECTIONAL OFFICER,15553.08,1
CORRECTIONS,CORRECTIONAL OFFICER,48828.2,1
CORRECTIONS,CORRECTIONAL OFFICER,56136.74,1
CORRECTIONS,CORRECTIONAL OFFICER,6705.06,1
CORRECTIONS,CORRECTIONAL OFFICER,284.64,1
CORRECTIONS,CORRECTIONAL OFFICER,2664.26,1
CORRECTIONS,CORRECTIONAL OFFICER,46032.27,1
CORRECTIONS,CORRECTIONAL OFFICER,3985.43,1
CORRECTIONS,CORRECTIONAL OFFICER,56605.54,1
CORRECTIONS,CORRECTIONAL OFFICER,18964.55,1
CORRECTIONS,CORRECTIONAL OFFICER,59655.73,1
CORRECTIONS,CORRECTIONAL OFFICER,40420.07,1
CORRECTIONS,CORRECTIONAL OFFICER,1310.09,1
CORRECTIONS,CORRECTIONAL OFFICER,2662.43,1
CORRECTIONS,CORRECTIONAL OFFICER,9032.52,1
CORRECTIONS,CORRECTIONAL OFFICER,5369.87,1
CORRECTIONS,CORRECTIONAL OFFICER,73958.77,1
CORRECTIONS,CORRECTIONAL OFFICER,60961.52,1
CORRECTIONS,CORRECTIONAL OFFICER,6148.38,1
CORRECTIONS,CORRECTIONAL OFFICER,484.41,1
CORRECTIONS,CORRECTIONAL OFFICER,11783.37,1
CORRECTIONS,CORRECTIONAL OFFICER,15232.87,1
CORRECTIONS,CORRECTIONAL OFFICER,59539.37,1
CORRECTIONS,CORRECTIONAL OFFICER,13766.71,1
CORRECTIONS,CORRECTIONAL OFFICER,57450.82,1
CORRECTIONS,CORRECTIONAL OFFICER,-158.87,1
CORRECTIONS,CORRECTIONAL OFFICER,41250.33,1
CORRECTIONS,CORRECTIONAL OFFICER,4603.55,1
CORRECTIONS,CORRECTIONAL OFFICER,5205.64,1
CORRECTIONS,CORRECTIONAL OFFICER,62860.84,1
CORRECTIONS,CORRECTIONAL OFFICER,46368.62,1
CORRECTIONS,CORRECTIONAL OFFICER,14302.9,1
CORRECTIONS,CORRECTIONAL OFFICER,32971.73,1
CORRECTIONS,CORRECTIONAL OFFICER,46754.48,1
CORRECTIONS,CORRECTIONAL OFFICER,8536.93,1
CORRECTIONS,CORRECTIONAL OFFICER,6684.48,1
CORRECTIONS,CORRECTIONAL OFFICER,924.2,1
CORRECTIONS,CORRECTIONAL OFFICER,10469.42,1
CORRECTIONS,CORRECTIONAL OFFICER,65629.29,1
CORRECTIONS,CORRECTIONAL OFFICER,888.09,1
CORRECTIONS,CORRECTIONAL OFFICER,63033.44,1
CORRECTIONS,CORRECTIONAL OFFICER,16625.61,1
CORRECTIONS,CORRECTIONAL OFFICER,17271.79,1
CORRECTIONS,CORRECTIONAL OFFICER,11266.75,1
CORRECTIONS,CORRECTIONAL OFFICER,59662.69,1
CORRECTIONS,CORRECTIONAL OFFICER,16331.25,1
CORRECTIONS,CORRECTIONAL OFFICER,12294.28,1
CORRECTIONS,CORRECTIONAL OFFICER,4276.6,1
CORRECTIONS,CORRECTIONAL OFFICER,939.26,1
CORRECTIONS,CORRECTIONAL OFFICER,1064.94,1
CORRECTIONS,CORRECTIONAL OFFICER,93084.9,1
CORRECTIONS,CORRECTIONAL OFFICER,47443.72,1
CORRECTIONS,CORRECTIONAL OFFICER,64363.51,1
CORRECTIONS,CORRECTIONAL OFFICER,15949.68,1
CORRECTIONS,CORRECTIONAL OFFICER,57145.8,1
CORRECTIONS,CORRECTIONAL OFFICER,47523.67,1
CORRECTIONS,CORRECTIONAL OFFICER,32176.38,1
CORRECTIONS,CORRECTIONAL OFFICER,17965.05,1
CORRECTIONS,CORRECTIONAL OFFICER,58963.63,1
CORRECTIONS,CORRECTIONAL OFFICER,96949.56,1
CORRECTIONS,CORRECTIONAL OFFICER,36302.76,1
CORRECTIONS,CORRECTIONAL OFFICER,28206.46,1
CORRECTIONS,CORRECTIONAL OFFICER,55031.44,1
CORRECTIONS,CORRECTIONAL OFFICER,70979.89,1
CORRECTIONS,CORRECTIONAL OFFICER,69572.9,1
CORRECTIONS,CORRECTIONAL OFFICER,9661.04,1
CORRECTIONS,CORRECTIONAL OFFICER,13441.95,1
CORRECTIONS,CORRECTIONAL OFFICER,2664.26,1
CORRECTIONS,CORRECTIONAL OFFICER,95.67,1
CORRECTIONS,CORRECTIONAL OFFICER,5205.64,1
CORRECTIONS,CORRECTIONAL OFFICER,36646.26,1
CORRECTIONS,CORRECTIONAL OFFICER,28966.41,1
CORRECTIONS,CORRECTIONAL OFFICER,7214.92,1
CORRECTIONS,CORRECTIONAL OFFICER,5597.84,1
CORRECTIONS,CORRECTIONAL OFFICER,317.67,1
CORRECTIONS,CORRECTIONAL OFFICER,6580.97,1
CORRECTIONS,CORRECTIONAL OFFICER,26954.06,1
CORRECTIONS,CORRECTIONAL OFFICER,43698.68,1
CORRECTIONS,CORRECTIONAL OFFICER,17317.65,1
CORRECTIONS,CORRECTIONAL OFFICER,66198.08,1
CORRECTIONS,CORRECTIONAL OFFICER,84707.75,1
CORRECTIONS,CORRECTIONAL OFFICER,67360.76,1
CORRECTIONS,CORRECTIONAL OFFICER,38043.06,1
CORRECTIONS,CORRECTIONAL OFFICER,2664.26,1
CORRECTIONS,CORRECTIONAL OFFICER,49042.59,1
CORRECTIONS,CORRECTIONAL OFFICER,16096.48,1
CORRECTIONS,CORRECTIONAL OFFICER,2362.52,1
CORRECTIONS,CORRECTIONAL OFFICER,6526.93,1
CORRECTIONS,CORRECTIONAL OFFICER,8196.79,1
CORRECTIONS,CORRECTIONAL OFFICER,67833.46,1
CORRECTIONS,CORRECTIONAL OFFICER,69989.99,1
CORRECTIONS,CORRECTIONAL OFFICER,43485.31,1
CORRECTIONS,CORRECTIONAL OFFICER,15970.82,1
CORRECTIONS,CORRECTIONAL OFFICER,31542.82,1
CORRECTIONS,CORRECTIONAL OFFICER,15406.13,1
CORRECTIONS,CORRECTIONAL OFFICER,7719.49,1
CORRECTIONS,CORRECTIONAL OFFICER,21791.97,1
CORRECTIONS,CORRECTIONAL OFFICER,888.09,1
CORRECTIONS,CORRECTIONAL OFFICER,13741.07,1
CORRECTIONS,CORRECTIONAL OFFICER,14247.84,1
CORRECTIONS,CORRECTIONAL OFFICER,47557.8,1
CORRECTIONS,CORRECTIONAL OFFICER,40844.94,1
CORRECTIONS,CORRECTIONAL OFFICER,5997.76,1
CORRECTIONS,CORRECTIONAL OFFICER,725.59,1
CORRECTIONS,CORRECTIONAL OFFICER,57141.04,1
CORRECTIONS,CORRECTIONAL OFFICER,22471.54,1
CORRECTIONS,CORRECTIONAL OFFICER,65341.27,1
CORRECTIONS,CORRECTIONAL OFFICER,4660.07,1
CORRECTIONS,CORRECTIONAL OFFICER,8403.77,1
CORRECTIONS,CORRECTIONAL OFFICER,13182.52,1
CORRECTIONS,CORRECTIONAL OFFICER,5174.3,1
CORRECTIONS,CORRECTIONAL OFFICER,9125.23,1
CORRECTIONS,CORRECTIONAL OFFICER,11985.16,1
CORRECTIONS,CORRECTIONAL OFFICER,56770.4,1
CORRECTIONS,CORRECTIONAL OFFICER,543.1,1
CORRECTIONS,CORRECTIONAL OFFICER,4859.99,1
CORRECTIONS,CORRECTIONAL OFFICER,4190.7,1
CORRECTIONS,CORRECTIONAL OFFICER,54266.7,1
CORRECTIONS,CORRECTIONAL OFFICER,5768.04,1
CORRECTIONS,CORRECTIONAL OFFICER,40760.73,1
CORRECTIONS,CORRECTIONAL OFFICER,71.09,1
CORRECTIONS,CORRECTIONAL OFFICER,44521.4,1
CORRECTIONS,CORRECTIONAL OFFICER,52299.35,1
CORRECTIONS,CORRECTIONAL OFFICER,47703.58,1
CORRECTIONS,CORRECTIONAL OFFICER,11077.96,1
CORRECTIONS,CORRECTIONAL OFFICER,30259.03,1
CORRECTIONS,CORRECTIONAL OFFICER,25214.08,1
CORRECTIONS,CORRECTIONAL OFFICER,70971.71,1
CORRECTIONS,CORRECTIONAL OFFICER,65788.56,1
CORRECTIONS,CORRECTIONAL OFFICER,2664.26,1
CORRECTIONS,CORRECTIONAL OFFICER,49444.66,1
CORRECTIONS,CORRECTIONAL OFFICER,40887.87,1
CORRECTIONS,CORRECTIONAL OFFICER,25700.08,1
CORRECTIONS,CORRECTIONAL OFFICER,44102.97,1
CORRECTIONS,CORRECTIONAL OFFICER,12397.55,1
CORRECTIONS,CORRECTIONAL OFFICER,5627.02,1
CORRECTIONS,CORRECTIONAL OFFICER,62258.98,1
CORRECTIONS,CORRECTIONAL OFFICER,10528.54,1
CORRECTIONS,CORRECTIONAL OFFICER,6283.33,1
CORRECTIONS,CORRECTIONAL OFFICER,10907.91,1
CORRECTIONS,CORRECTIONAL OFFICER,1568.62,1
CORRECTIONS,CORRECTIONAL OFFICER,52414.35,1
CORRECTIONS,CORRECTIONAL OFFICER,27089.32,1
CORRECTIONS,CORRECTIONAL OFFICER,1125.49,1
CORRECTIONS,CORRECTIONAL OFFICER,7321.23,1
CORRECTIONS,CORRECTIONAL OFFICER,7566.38,1
CORRECTIONS,CORRECTIONAL OFFICER,11707.64,1
CORRECTIONS,CORRECTIONAL OFFICER,4538.07,1
CORRECTIONS,CORRECTIONAL OFFICER,7625.39,1
CORRECTIONS,CORRECTIONAL OFFICER,5062.18,1
CORRECTIONS,CORRECTIONAL OFFICER,52881.93,1
CORRECTIONS,CORRECTIONAL OFFICER,10116.1,1
CORRECTIONS,CORRECTIONAL OFFICER,24455.23,1
CORRECTIONS,CORRECTIONAL OFFICER,74431.04,1
CORRECTIONS,CORRECTIONAL OFFICER,30263.88,1
CORRECTIONS,CORRECTIONAL OFFICER,1875.55,1
CORRECTIONS,CORRECTIONAL OFFICER,59918.36,1
CORRECTIONS,CORRECTIONAL OFFICER,22348.65,1
CORRECTIONS,CORRECTIONAL OFFICER,21441.05,1
CORRECTIONS,CORRECTIONAL OFFICER,44120.5,1
CORRECTIONS,CORRECTIONAL OFFICER,45528.48,1
CORRECTIONS,CORRECTIONAL OFFICER,12150.99,1
CORRECTIONS,CORRECTIONAL OFFICER,26719.85,1
CORRECTIONS,CORRECTIONAL OFFICER,19715.11,1
CORRECTIONS,CORRECTIONAL OFFICER,25640.99,1
CORRECTIONS,CORRECTIONAL OFFICER,1580.43,1
CORRECTIONS,CORRECTIONAL OFFICER,6967.54,1
CORRECTIONS,CORRECTIONAL OFFICER,5290.97,1
CORRECTIONS,CORRECTIONAL OFFICER,2176.38,1
CORRECTIONS,CORRECTIONAL OFFICER,51272.67,1
CORRECTIONS,CORRECTIONAL OFFICER,67.09,1
CORRECTIONS,CORRECTIONAL OFFICER,48652.36,1
CORRECTIONS,CORRECTIONAL OFFICER,69344.96,1
CORRECTIONS,CORRECTIONAL OFFICER,56787.63,1
CORRECTIONS,CORRECTIONAL OFFICER,49963.9,1
CORRECTIONS,CORRECTIONAL OFFICER,56277.82,1
CORRECTIONS,CORRECTIONAL OFFICER,71591.98,1
CORRECTIONS,CORRECTIONAL OFFICER,4533.23,1
CORRECTIONS,CORRECTIONAL OFFICER,1776.17,1
CORRECTIONS,CORRECTIONAL OFFICER,24004.39,1
CORRECTIONS,CORRECTIONAL OFFICER,17384.31,1
CORRECTIONS,CORRECTIONAL OFFICER,612.4,1
CORRECTIONS,CORRECTIONAL OFFICER,4395.39,1
CORRECTIONS,CORRECTIONAL OFFICER,46548.46,1
CORRECTIONS,CORRECTIONAL OFFICER,18056.32,1
CORRECTIONS,CORRECTIONAL OFFICER,20108.09,1
CORRECTIONS,CORRECTIONAL OFFICER,46549.37,1
CORRECTIONS,CORRECTIONAL OFFICER,2884.17,1
CORRECTIONS,CORRECTIONAL OFFICER,79869.74,1
CORRECTIONS,CORRECTIONAL OFFICER,8042.55,1
CORRECTIONS,CORRECTIONAL OFFICER,2612.26,1
CORRECTIONS,CORRECTIONAL OFFICER,48816.45,1
CORRECTIONS,CORRECTIONAL OFFICER,56374.12,1
CORRECTIONS,CORRECTIONAL OFFICER,32247.4,1
CORRECTIONS,CORRECTIONAL OFFICER,52241.91,1
CORRECTIONS,CORRECTIONAL OFFICER,54840.46,1
CORRECTIONS,CORRECTIONAL OFFICER,10143.66,1
CORRECTIONS,CORRECTIONAL OFFICER,29007.42,1
CORRECTIONS,CORRECTIONAL OFFICER,12720.02,1
CORRECTIONS,CORRECTIONAL OFFICER,14614.4,1
CORRECTIONS,CORRECTIONAL OFFICER,49651.56,1
CORRECTIONS,CORRECTIONAL OFFICER,13936.66,1
CORRECTIONS,CORRECTIONAL OFFICER,16463.04,1
CORRECTIONS,CORRECTIONAL OFFICER,54543.91,1
CORRECTIONS,CORRECTIONAL OFFICER,20394.27,1
CORRECTIONS,CORRECTIONAL OFFICER,7627.39,1
CORRECTIONS,CORRECTIONAL OFFICER,46177.45,1
CORRECTIONS,CORRECTIONAL OFFICER,54781.3,1
CORRECTIONS,CORRECTIONAL OFFICER,1632.71,1
CORRECTIONS,CORRECTIONAL OFFICER,12825.29,1
CORRECTIONS,CORRECTIONAL OFFICER,6171.11,1
CORRECTIONS,CORRECTIONAL OFFICER,12987.17,1
CORRECTIONS,CORRECTIONAL OFFICER,11369.8,1
CORRECTIONS,CORRECTIONAL OFFICER,47836.02,1
CORRECTIONS,CORRECTIONAL OFFICER,60965.44,1
CORRECTIONS,CORRECTIONAL OFFICER,7059.79,1
CORRECTIONS,CORRECTIONAL OFFICER,78679.37,1
CORRECTIONS,CORRECTIONAL OFFICER,21230.2,1
CORRECTIONS,CORRECTIONAL OFFICER,5966.92,1
CORRECTIONS,CORRECTIONAL OFFICER,20800.16,1
CORRECTIONS,CORRECTIONAL OFFICER,46026.71,1
CORRECTIONS,CORRECTIONAL OFFICER,3552.34,1
CORRECTIONS,CORRECTIONAL OFFICER,61615.8,1
CORRECTIONS,CORRECTIONAL OFFICER,25446.56,1
CORRECTIONS,CORRECTIONAL OFFICER,59888.85,1
CORRECTIONS,CORRECTIONAL OFFICER,5938.08,1
CORRECTIONS,CORRECTIONAL OFFICER,9992.7,1
CORRECTIONS,CORRECTIONAL OFFICER,22175.51,1
CORRECTIONS,CORRECTIONAL OFFICER,15206.69,1
CORRECTIONS,CORRECTIONAL OFFICER,55957.15,1
CORRECTIONS,CORRECTIONAL OFFICER,11511.93,1
CORRECTIONS,CORRECTIONAL OFFICER,65599.54,1
CORRECTIONS,CORRECTIONAL OFFICER,59238.27,1
CORRECTIONS,CORRECTIONAL OFFICER,50005.41,1
CORRECTIONS,CORRECTIONAL OFFICER,3963.03,1
CORRECTIONS,CORRECTIONAL OFFICER,5997.77,1
CORRECTIONS,CORRECTIONAL OFFICER,1488.05,1
CORRECTIONS,CORRECTIONAL OFFICER,65123.24,1
CORRECTIONS,CORRECTIONAL OFFICER,17558.85,1
CORRECTIONS,CORRECTIONAL OFFICER,63339.08,1
CORRECTIONS,CORRECTIONAL OFFICER,7706.04,1
CORRECTIONS,CORRECTIONAL OFFICER,25952.65,1
CORRECTIONS,CORRECTIONAL OFFICER,44176.42,1
CORRECTIONS,CORRECTIONAL OFFICER,47123.51,1
CORRECTIONS,CORRECTIONAL OFFICER,9360.2,1
CORRECTIONS,CORRECTIONAL OFFICER,27227.1,1
CORRECTIONS,CORRECTIONAL OFFICER,90627.19,1
CORRECTIONS,CORRECTIONAL OFFICER,65442.17,1
CORRECTIONS,CORRECTIONAL OFFICER,37080.0,1
CORRECTIONS,CORRECTIONAL OFFICER,13369.43,1
CORRECTIONS,CORRECTIONAL OFFICER,80375.27,1
CORRECTIONS,CORRECTIONAL OFFICER,18261.61,1
CORRECTIONS,CORRECTIONAL OFFICER,18070.63,1
CORRECTIONS,CORRECTIONAL OFFICER,104316.62,1
CORRECTIONS,CORRECTIONAL OFFICER,59343.84,1
CORRECTIONS,CORRECTIONAL OFFICER,2518.3,1
CORRECTIONS,CORRECTIONAL OFFICER,14.89,1
CORRECTIONS,CORRECTIONAL OFFICER,7226.82,1
CORRECTIONS,CORRECTIONAL OFFICER,35487.87,1
CORRECTIONS,CORRECTIONAL OFFICER,51008.42,1
CORRECTIONS,CORRECTIONAL OFFICER,9749.12,1
CORRECTIONS,CORRECTIONAL OFFICER,15096.3,1
CORRECTIONS,CORRECTIONAL OFFICER,3583.57,1
CORRECTIONS,CORRECTIONAL OFFICER,1822.08,1
CORRECTIONS,CORRECTIONAL OFFICER,1367.13,1
CORRECTIONS,CORRECTIONAL OFFICER,952.12,1
CORRECTIONS,CORRECTIONAL OFFICER,21216.88,1
CORRECTIONS,CORRECTIONAL OFFICER,22135.85,1
